index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
331,TSLA,01-03-2023 10:48:00 AM,111.25,111.49,111.65,111.12,111.43811123527726,111.71799515781254,113.50439011103244,118.29989702629301,117.90331825845877,0.5114285714285712,60.81300813008108,41.92493842097659,111.24600398953886,,5,556.25,SELLSHORTSTOCK,0.0
351,TSLA,01-03-2023 11:28:00 AM,108.34,108.18,108.5,108.05,108.88060180666896,109.61201621449361,111.29531314678005,116.73027685007055,116.77582380841099,0.4914285714285711,5.689738461564498,5.584076813686584,,109.04786011404883,-5,-541.7,BUYTOCOVERSTOCK,14.549999999999955
380,TSLA,01-03-2023 12:26:00 PM,106.28,105.96,106.3,105.84,106.32896433569195,106.73818942277389,108.14532487534893,114.23385987557562,115.16938465630743,0.48214285714285815,23.933404616016116,35.23647388160123,,106.54142489036907,-5,-531.4,BUYSTOCK,0.0
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
23,NFLX,12-30-2022 09:36:00 AM,284.56,285.72,285.75,284.24,285.8800406851294,286.32281634177576,286.5089896163792,286.57744008571274,285.0293900541886,0.7714285714285681,28.526645768025343,,,285.7670907584875,5,1422.8,SELLSHORTSTOCK,0.0
123,NFLX,12-30-2022 12:56:00 PM,290.77,290.59,290.82,290.54,291.0787475772289,291.1396909330452,290.64189698587245,288.48974836354535,287.9990788477588,0.42714285714285843,18.598575042785725,59.65823157756432,,291.30900726787974,-5,-1453.85,BUYTOCOVERSTOCK,-31.049999999999955
137,NFLX,12-30-2022 01:24:00 PM,289.93,289.73,290.09,289.65,290.4109334977008,290.7105415394855,290.64112666238475,288.7764400737727,288.14423000993463,0.42571428571428427,6.529785599553494,19.08346280439312,,290.52006291477596,5,1449.65,SELLSHORTSTOCK,0.0
149,NFLX,12-30-2022 01:48:00 PM,290.41,290.6,290.6,290.28,290.67485231850526,290.6851730679474,290.6426171188879,288.9854046110766,288.3239343537172,0.4757142857142875,60.5256874789202,62.26494789057701,290.46686622192345,,-5,-1452.0500000000002,BUYTOCOVERSTOCK,-2.400000000000091
300,NFLX,01-03-2023 09:36:00 AM,294.75,295.92,296.18,294.26,296.53016275117716,296.7885384932415,296.4427535306379,293.7197436503613,290.69096185387514,1.145000000000002,33.107293062863626,71.81135764435953,,296.69162845683655,5,1473.75,SELLSHORTSTOCK,0.0
307,NFLX,01-03-2023 09:50:00 AM,292.92,295.89,296.0,292.81,295.6319670593957,296.22405774816747,296.2658534741383,293.8578804527295,290.97129004066164,1.5599999999999983,29.217539822471693,48.494202653953714,,296.10635099344444,-5,-1464.6000000000001,BUYTOCOVERSTOCK,9.149999999999864
321,NFLX,01-03-2023 10:18:00 AM,291.25,291.02,291.49,290.99,291.6017501154797,292.80411241678667,294.2917206987812,293.57684454563673,291.0379108830202,1.0250000000000057,9.713601874149665,13.474750914994393,,292.17929593370303,5,1456.25,SELLSHORTSTOCK,0.0
346,NFLX,01-03-2023 11:08:00 AM,291.52,291.71,291.8,291.31,290.94299015027934,290.6843144178859,291.7291085858685,292.8135121088657,290.9731566097473,0.7221428571428541,86.83127572016492,54.25188049857151,290.5689056465072,,-5,-1457.6,BUYTOCOVERSTOCK,-1.349999999999909
360,NFLX,01-03-2023 11:36:00 AM,290.68,291.31,291.47,290.68,291.58067797714443,291.42229578102655,291.7104873214368,292.6648510847242,290.9970759266669,0.7664285714285768,60.80402010050264,85.86914925740376,,292.1435543806449,5,1453.4,SELLSHORTSTOCK,0.0
394,NFLX,01-03-2023 12:44:00 PM,293.18,293.42,293.43,293.09,293.3521289407103,293.0209592202016,292.52341336569606,292.64658351732106,291.09364596022795,0.5321428571428604,65.56737588652443,74.52202500895729,293.0536868999335,,-5,-1465.9,BUYTOCOVERSTOCK,-12.5
407,NFLX,01-03-2023 01:10:00 PM,292.59,292.72,292.86,292.49,292.6993114779997,292.71864697774305,292.5363215288325,292.63258968679935,291.1182972239919,0.5107142857142881,37.00787401574765,32.992125984252134,292.3697115917355,,5,1462.9499999999998,SELLSHORTSTOCK,0.0
414,NFLX,01-03-2023 01:24:00 PM,292.88,292.5,293.0,292.5,292.6801653664711,292.70995697925724,292.58022301193506,292.6388599332571,291.13057603301354,0.5457142857142888,42.688442813632086,42.7448673114006,292.3766972503752,,-5,-1464.4,BUYTOCOVERSTOCK,-1.4500000000002728
432,NFLX,01-03-2023 02:00:00 PM,294.74,294.13,294.94,294.13,294.3671363995969,293.99829674154876,293.4210840220391,292.8933428857106,291.224965638825,0.5121428571428582,74.64008859357652,82.77063372084868,294.1888420805221,,-5,-1473.7,BUYSTOCK,0.0
492,NFLX,01-03-2023 04:00:00 PM,294.9,295.17,295.21,294.82,295.41959377756524,295.68175603226484,295.526793973882,294.125703544825,291.8232418565191,0.49857142857143394,7.7925908726386295,12.327972868403876,,295.67254376297467,5,1474.5,SELLSTOCK,0.7999999999999545
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
157,NVDA,12-30-2022 03:30:00 PM,144.66,144.66,144.82,144.64,144.7075111270243,144.55462334144846,144.37030941388463,144.17178331425524,144.25163605600437,0.24928571428571494,67.61229314420719,80.1607350404756,144.65749077231476,,5,723.3,SELLSHORTSTOCK,0.0
277,NVDA,01-03-2023 08:52:00 AM,148.32,148.23,148.37,148.22,148.23204874852524,148.05600948928287,147.52658189769252,146.06944973209497,144.69854586357397,0.21000000000000188,59.80289855072396,68.29002612995482,148.06230621470147,,-5,-741.5999999999999,BUYTOCOVERSTOCK,-18.299999999999955
327,NVDA,01-03-2023 10:36:00 AM,142.16,142.3,142.46,142.09,143.13159099044657,144.21600291403834,145.70809860368146,146.1683993192831,145.1649200005716,0.615000000000003,1.134160477826267,7.904250341047413,,143.3423825979771,5,710.8,SELLSHORTSTOCK,0.0
356,NVDA,01-03-2023 11:34:00 AM,141.32,141.24,141.45,140.96,141.78322743076802,142.18843104424136,143.28912429265864,145.17940596089156,144.70818082093325,0.4271428571428544,10.691926073437125,32.72025141075032,,141.90041071236695,-5,-706.5999999999999,BUYTOCOVERSTOCK,4.2000000000000455
397,NVDA,01-03-2023 12:56:00 PM,141.75,141.59,141.85,141.59,141.8917183274178,141.93987767741953,142.16509571335243,144.0597451194162,144.37794500163963,0.2707142857142791,33.333333333333336,65.40219961902451,,142.06033234191307,5,708.75,SELLSHORTSTOCK,0.0
432,NVDA,01-03-2023 02:06:00 PM,142.4,142.27,142.5,142.26,142.4334815507378,142.37328828409707,142.28147506401226,143.52994463790552,144.22532616849455,0.28714285714285787,54.89615994706838,65.44764713185126,,142.70211996605457,-5,-712.0,BUYTOCOVERSTOCK,-3.25
471,NVDA,01-03-2023 03:24:00 PM,143.33,143.22,143.35,143.16,143.4016565303029,143.1927593842787,142.85660848217026,143.31679132549561,144.0988838509042,0.38285714285714584,65.32968213058426,76.75497264750783,,143.8473405092972,5,716.6500000000001,SELLSHORTSTOCK,0.0
480,NVDA,01-03-2023 03:42:00 PM,143.09,143.25,143.45,143.05,143.31944621029365,143.27594635943458,143.00516919375204,143.3199017243407,144.0834719249124,0.3535714285714237,33.33333333333334,52.607745038359795,,143.64109872369502,-5,-715.45,BUYTOCOVERSTOCK,1.2000000000000455
489,NVDA,01-03-2023 04:00:00 PM,143.15,143.17,143.23,143.07,143.19338713976384,143.2201020134015,143.0583176772754,143.30802549721233,144.0514285165237,0.3192857142857122,19.254658385092984,25.49570520698494,,143.43552763095235,5,715.75,SELLSHORTSTOCK,0.0
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
89,SPY,12-30-2022 02:08:00 PM,378.93,378.95,379.11,378.8,379.1848623076084,379.40941786451174,379.79777050157395,380.2950074314324,379.89369872803854,0.25357142857142534,34.01324029343292,43.17831366028412,,379.3140781611629,5,1894.65,SELLSHORTSTOCK,0.0
95,SPY,12-30-2022 02:20:00 PM,378.82,378.71,378.9,378.7,378.8841610247658,379.1343706395161,379.58018748059203,380.2066800234487,379.7903915529934,0.2649999999999985,10.404523375835545,25.370152463970093,,379.05531424159574,-5,-1894.1,BUYTOCOVERSTOCK,0.5500000000001819
193,SPY,12-30-2022 05:36:00 PM,383.13,383.1,383.13,383.08,383.0728611492391,383.0218411661789,382.65508161951954,381.28816968654195,381.30413210206734,0.043571428571425486,98.57142857142986,93.86674783549797,383.01723192943876,,-5,-1915.65,BUYSTOCK,0.0
279,SPY,01-03-2023 09:04:00 AM,384.47,384.65,384.65,384.45,384.6242122170315,384.4669973304095,384.0589856712604,382.68367048120643,381.35149433957923,0.1607142857142776,73.37223587223684,87.64704648016655,384.549478231496,,5,1922.3500000000001,SELLSTOCK,6.7000000000000455
294,SPY,01-03-2023 09:34:00 AM,385.07,383.99,385.08,383.99,384.65451187912674,384.65494532407325,384.36622354934866,382.9717490464228,381.4566747338789,0.3435714285714328,39.64704661061104,55.91616705294048,384.0916989730426,,-5,-1925.35,BUYSTOCK,0.0
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
157,NVDA,12-30-2022 03:30:00 PM,144.66,144.66,144.82,144.64,144.7075111270243,144.55462334144846,144.37030941388463,144.17178331425524,144.25163605600437,0.24928571428571494,67.61229314420719,80.1607350404756,144.65749077231476,,5,723.3,SELLSHORTSTOCK,0.0
277,NVDA,01-03-2023 08:52:00 AM,148.32,148.23,148.37,148.22,148.23204874852524,148.05600948928287,147.52658189769252,146.06944973209497,144.69854586357397,0.21000000000000188,59.80289855072396,68.29002612995482,148.06230621470147,,-5,-741.5999999999999,BUYTOCOVERSTOCK,-18.299999999999955
327,NVDA,01-03-2023 10:36:00 AM,142.16,142.3,142.46,142.09,143.13159099044657,144.21600291403834,145.70809860368146,146.1683993192831,145.1649200005716,0.615000000000003,1.134160477826267,7.904250341047413,,143.3423825979771,5,710.8,SELLSHORTSTOCK,0.0
356,NVDA,01-03-2023 11:34:00 AM,141.32,141.24,141.45,140.96,141.78322743076802,142.18843104424136,143.28912429265864,145.17940596089156,144.70818082093325,0.4271428571428544,10.691926073437125,32.72025141075032,,141.90041071236695,-5,-706.5999999999999,BUYTOCOVERSTOCK,4.2000000000000455
397,NVDA,01-03-2023 12:56:00 PM,141.75,141.59,141.85,141.59,141.8917183274178,141.93987767741953,142.16509571335243,144.0597451194162,144.37794500163963,0.2707142857142791,33.333333333333336,65.40219961902451,,142.06033234191307,5,708.75,SELLSHORTSTOCK,0.0
432,NVDA,01-03-2023 02:06:00 PM,142.4,142.27,142.5,142.26,142.4334815507378,142.37328828409707,142.28147506401226,143.52994463790552,144.22532616849455,0.28714285714285787,54.89615994706838,65.44764713185126,,142.70211996605457,-5,-712.0,BUYTOCOVERSTOCK,-3.25
471,NVDA,01-03-2023 03:24:00 PM,143.33,143.22,143.35,143.16,143.4016565303029,143.1927593842787,142.85660848217026,143.31679132549561,144.0988838509042,0.38285714285714584,65.32968213058426,76.75497264750783,,143.8473405092972,5,716.6500000000001,SELLSHORTSTOCK,0.0
480,NVDA,01-03-2023 03:42:00 PM,143.09,143.25,143.45,143.05,143.31944621029365,143.27594635943458,143.00516919375204,143.3199017243407,144.0834719249124,0.3535714285714237,33.33333333333334,52.607745038359795,,143.64109872369502,-5,-715.45,BUYTOCOVERSTOCK,1.2000000000000455
489,NVDA,01-03-2023 04:00:00 PM,143.15,143.17,143.23,143.07,143.19338713976384,143.2201020134015,143.0583176772754,143.30802549721233,144.0514285165237,0.3192857142857122,19.254658385092984,25.49570520698494,,143.43552763095235,5,715.75,SELLSHORTSTOCK,0.0
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
109,AAPL,12-29-2022 04:00:00 PM,129.6,129.73,129.73,129.56,129.86720611284585,129.9252354723768,129.92718904429233,130.00348387899157,129.8426421878825,0.14142857142857274,12.276612276613287,57.96066212032771,,129.89728359236,5,648.0,SELLSHORTSTOCK,0.0
218,AAPL,12-30-2022 01:08:00 PM,128.77,128.8,128.87,128.74,128.83670816741875,128.84832806929634,128.80762641907083,129.09032124931812,129.03162416280708,0.14714285714286138,44.89898989899297,36.640727835850846,128.71336514809747,,-5,-643.85,BUYTOCOVERSTOCK,4.149999999999977
307,AAPL,01-03-2023 09:36:00 AM,129.88,130.03,130.22,129.75,129.70286044592575,129.40615659187026,129.02249407349555,128.86925908937164,129.01703732941036,0.33999999999999936,54.43509082853305,82.84344831278442,129.72138420767115,,5,649.4,SELLSHORTSTOCK,0.0
389,AAPL,01-03-2023 12:20:00 PM,124.8,124.79,124.85,124.75,124.85622910017628,124.90024304276614,125.28200229188401,127.04989312585535,128.07085799835124,0.16857142857143056,38.37209302325675,41.88240992604511,124.76168466957809,,-5,-624.0,BUYTOCOVERSTOCK,25.399999999999977
417,AAPL,01-03-2023 01:16:00 PM,124.21,124.24,124.3,124.2,124.41863411922314,124.52945910126645,124.78809301070099,126.44533644297164,127.88459696895345,0.1928571428571461,16.403646797482107,27.939050080398165,,124.53736844327953,5,621.05,SELLSHORTSTOCK,0.0
442,AAPL,01-03-2023 02:06:00 PM,124.73,124.69,124.8,124.68,124.66443967931733,124.60121691227286,124.65292974327889,126.02687571602551,127.73675119973386,0.20714285714285857,64.19753086419804,57.02191160177274,124.56888637262979,,-5,-623.65,BUYTOCOVERSTOCK,-2.6000000000000227
457,AAPL,01-03-2023 02:36:00 PM,124.32,124.28,124.35,124.26,124.45290737587354,124.53882509503481,124.6106741635108,125.82564961801305,127.66353380078094,0.15499999999999808,13.373493975903413,39.71978616136688,,124.53151550406777,5,621.5999999999999,SELLSHORTSTOCK,0.0
467,AAPL,01-03-2023 02:56:00 PM,124.71,124.76,124.89,124.6,124.79328105211539,124.70622586052168,124.67067205085019,125.72617969773727,127.59036765023669,0.27785714285714186,54.02298850574716,54.782884383599175,,125.07254422623761,-5,-623.55,BUYTOCOVERSTOCK,-1.9500000000000455
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
11,TSLA,12-30-2022 12:08:00 PM,121.32,121.47,121.58,121.18,121.41027538452482,121.26836437990828,121.15040063384959,121.06346373390338,121.35154044548054,,,,121.38230747051,,5,606.5999999999999,SELLSHORTSTOCK,0.0
34,TSLA,12-30-2022 12:54:00 PM,121.54,121.58,121.69,121.52,121.72248420852827,121.70329226864656,121.52183191023364,121.2086274027643,121.59568033830125,0.26785714285714385,33.81349865607754,55.92620553994847,,121.96741579940205,-5,-607.7,BUYTOCOVERSTOCK,-1.1000000000001364
71,TSLA,12-30-2022 02:08:00 PM,121.02,120.95,121.05,120.88,121.12966579594564,121.20187267279616,121.27762402976914,121.21011803898763,121.4111352979998,0.2328571428571422,34.85151818485172,52.88455121788469,,121.25658370582276,5,605.1,SELLSHORTSTOCK,0.0
196,TSLA,12-30-2022 06:18:00 PM,122.87,122.88,122.88,122.87,122.87279753932879,122.8870371663538,122.88256895700705,122.26772465511418,121.87634330840021,0.03357142857142849,38.59649122807294,34.864912280703734,,122.90335603623166,-5,-614.35,BUYTOCOVERSTOCK,-9.25
270,TSLA,01-03-2023 08:46:00 AM,118.43,118.16,118.59,118.01,118.19582109189834,118.7632981846434,120.19397564626321,121.71805392585618,121.78910950270513,0.28428571428571353,50.43770061278104,27.312452884922315,117.86481002498816,,-5,-592.1500000000001,BUYSTOCK,0.0
286,TSLA,01-03-2023 09:18:00 AM,119.05,119.29,119.33,119.05,119.05616607457198,118.92503065125192,119.58350613632126,121.29584200049706,121.74930649730543,0.3335714285714297,83.94415357766125,82.75114404813549,118.91541599151338,,5,595.25,SELLSTOCK,3.099999999999909
295,TSLA,01-03-2023 09:36:00 AM,115.16,116.27,116.86,114.7,117.38826670051975,118.13750175610316,119.02719065183469,120.99858394748973,121.08787099386888,0.7000000000000018,13.645071636085646,53.84283192091603,,116.94325483050474,5,575.8,SELLSHORTSTOCK,0.0
297,TSLA,01-03-2023 09:40:00 AM,114.57,114.4,114.8,113.72,116.34489068833265,117.50347252570509,118.67767964438875,120.8695151829049,120.73629930087101,0.8185714285714292,11.046896769611648,39.90457044839399,,115.87480334941455,-5,-572.8499999999999,BUYTOCOVERSTOCK,2.9500000000000455
302,TSLA,01-03-2023 09:50:00 AM,113.66,114.33,114.53,113.43,115.12377218075287,116.41868918895571,117.95473783677053,120.56938056749526,120.18393583371135,1.1407142857142867,10.817671878314018,17.73271886876523,,115.40670769063145,5,568.3,SELLSHORTSTOCK,0.0
312,TSLA,01-03-2023 10:10:00 AM,111.82,112.0,112.31,111.6,112.35477302868024,113.80155257459815,116.07026498419341,119.78123268551661,119.08412873126548,0.8621428571428597,7.369910627622527,4.599589133356156,,112.76968194109187,-5,-559.0999999999999,BUYTOCOVERSTOCK,9.200000000000045
331,TSLA,01-03-2023 10:48:00 AM,111.25,111.49,111.65,111.12,111.43811123527726,111.71799515781254,113.50439011103244,118.29989702629301,117.90331825845877,0.5114285714285712,60.81300813008108,41.92493842097659,111.24600398953886,,5,556.25,SELLSHORTSTOCK,0.0
351,TSLA,01-03-2023 11:28:00 AM,108.34,108.18,108.5,108.05,108.88060180666896,109.61201621449361,111.29531314678005,116.73027685007055,116.77582380841099,0.4914285714285711,5.689738461564498,5.584076813686584,,109.04786011404883,-5,-541.7,BUYTOCOVERSTOCK,14.549999999999955
380,TSLA,01-03-2023 12:26:00 PM,106.28,105.96,106.3,105.84,106.32896433569195,106.73818942277389,108.14532487534893,114.23385987557562,115.16938465630743,0.48214285714285815,23.933404616016116,35.23647388160123,,106.54142489036907,-5,-531.4,BUYSTOCK,0.0
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
47,QQQ,12-30-2022 12:56:00 PM,264.19,264.15,264.22,264.09,264.31067098249764,264.3270547865149,264.1774988601382,263.79899427988613,264.1400329371856,0.20357142857143426,15.794790005314796,50.537586390217626,,264.4468306255679,5,1320.95,SELLSHORTSTOCK,0.0
83,QQQ,12-30-2022 02:08:00 PM,263.1,263.1,263.22,263.0,263.3325014607762,263.48447302322404,263.711290855503,263.7540768856261,263.88928240449985,0.20142857142856688,35.44973544973646,50.313306909011416,,263.4231800572554,-5,-1315.5,BUYTOCOVERSTOCK,5.4500000000000455
89,QQQ,12-30-2022 02:20:00 PM,263.07,262.99,263.12,262.99,263.1152125429337,263.28970077418955,263.56738303015345,263.71230167978854,263.8365190989108,0.19928571428571168,10.003323841782949,27.04642179694078,,263.2449553827171,-5,-1315.35,BUYSTOCK,0.0
279,QQQ,01-03-2023 09:04:00 AM,268.44,268.57,268.57,268.39,268.5631191699205,268.38957822258294,267.9445414397314,266.5198547405034,264.7923175646507,0.15071428571429074,71.09661172161243,87.73037634546807,268.49220094102316,,5,1342.2,SELLSTOCK,26.850000000000136
292,QQQ,01-03-2023 09:30:00 AM,268.66,268.88,268.91,268.66,268.80851378127676,268.69792199432345,268.2974730011894,266.7987280424103,264.8359529473171,0.18500000000000227,48.96090534979631,80.35633650271208,,269.0169869065244,5,1343.3000000000002,SELLSHORTSTOCK,0.0
310,QQQ,01-03-2023 10:06:00 AM,265.69,265.87,265.93,265.39,266.4401981472947,267.33724604939675,267.8345875013076,266.92958288148225,265.5798695901655,0.769999999999998,5.863624624493607,13.55845593528355,,266.55913123041074,-5,-1328.45,BUYTOCOVERSTOCK,14.850000000000136
312,QQQ,01-03-2023 10:10:00 AM,265.42,265.64,265.84,265.34,266.11132681426864,267.02433557801385,267.6579640871356,266.90205518897005,265.5799594651413,0.71142857142857,5.7774176537928,7.426550723489622,,266.40334167798187,5,1327.1000000000001,SELLSHORTSTOCK,0.0
354,QQQ,01-03-2023 11:34:00 AM,263.15,263.04,263.33,262.74,263.53074407671363,263.9058257241491,264.75695577817777,265.98704614533193,265.321969992446,0.4549999999999922,14.184708294257774,16.328661074378303,,263.69197996638945,-5,-1315.75,BUYTOCOVERSTOCK,11.350000000000136
366,QQQ,01-03-2023 11:58:00 AM,262.73,262.66,262.79,262.44,262.872579931774,263.21291657789044,264.05736480785924,265.64253995563627,265.2359148124662,0.3878571428571393,16.220459601106707,14.206754098009188,,263.03673313658413,5,1313.65,SELLSHORTSTOCK,0.0
430,QQQ,01-03-2023 02:06:00 PM,263.59,263.54,263.75,263.53,263.56398863507405,263.3915493479092,263.250002922132,264.4179149239975,264.9294576842003,0.31571428571428684,67.35104648397089,76.93312355068207,263.44011509850986,,-5,-1317.9499999999998,BUYTOCOVERSTOCK,-4.299999999999727
445,QQQ,01-03-2023 02:36:00 PM,263.03,262.98,263.08,262.91,263.30282218658624,263.406192130359,263.3483901078997,264.2899326893137,264.8897666267978,0.27785714285714186,12.628205128204172,38.30290875878955,,263.4187571371183,5,1315.1499999999999,SELLSHORTSTOCK,0.0
455,QQQ,01-03-2023 02:56:00 PM,264.47,264.43,264.76,264.31,264.2557618162814,263.9217642461672,263.6207388868439,264.2749456429535,264.8691380760051,0.42428571428571005,77.3273273273269,63.903015447690834,264.1267260352964,,-5,-1322.3500000000001,BUYTOCOVERSTOCK,-7.200000000000273
480,QQQ,01-03-2023 03:46:00 PM,264.28,264.47,264.55,264.23,264.480132679117,264.46244433051686,264.19001325454934,264.32864756870197,264.8468362871366,0.3235714285714307,22.53086419753001,43.44296833064933,264.38203128536617,,5,1321.3999999999999,SELLSHORTSTOCK,0.0
495,QQQ,01-03-2023 04:16:00 PM,264.35,264.18,264.35,264.09,264.2813887040818,264.34116815591864,264.25096550711737,264.3301029502116,264.823769043548,0.2907142857142893,33.9682539682534,25.539959978592684,,264.46400636240344,-5,-1321.75,BUYTOCOVERSTOCK,-0.3500000000001364
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
22,NFLX,12-30-2022 09:36:00 AM,284.56,285.72,285.75,284.24,285.87945038931906,286.3116485259963,286.46914260164465,286.49798687775035,285.0289853211961,0.7714285714285681,28.526645768025343,,,285.7773324202339,5,1422.8,SELLSHORTSTOCK,0.0
122,NFLX,12-30-2022 12:56:00 PM,290.77,290.59,290.82,290.54,291.0787475772288,291.13969012264465,290.64116755156874,288.4605194053801,287.9991289538094,0.42714285714285843,18.598575042785725,59.65823157756431,,291.3090073898948,-5,-1453.85,BUYTOCOVERSTOCK,-31.049999999999955
136,NFLX,12-30-2022 01:24:00 PM,289.93,289.73,290.09,289.65,290.4109334977008,290.7105413260818,290.64071003401585,288.7510296679254,288.144282105307,0.42571428571428427,6.529785599553494,19.08346280439312,,290.5200629411589,5,1449.65,SELLSHORTSTOCK,0.0
148,NFLX,12-30-2022 01:48:00 PM,290.41,290.6,290.6,290.28,290.67485231850526,290.6851729999504,290.64235933267554,288.9628676253625,288.3239882529943,0.4757142857142875,60.5256874789202,62.26494789057701,290.46686620920474,,-5,-1452.0500000000002,BUYTOCOVERSTOCK,-2.400000000000091
299,NFLX,01-03-2023 09:36:00 AM,294.75,295.92,296.18,294.26,296.53016275117716,296.7885384932414,296.442752917199,293.7147650679927,290.69103347897766,1.145000000000002,33.107293062863626,71.81135764435953,,296.69162845683655,5,1473.75,SELLSHORTSTOCK,0.0
306,NFLX,01-03-2023 09:50:00 AM,292.92,295.89,296.0,292.81,295.6319670593957,296.22405774816747,296.2658530105285,293.85323845600493,290.971362328501,1.5599999999999983,29.217539822471693,48.494202653953714,,296.10635099344444,-5,-1464.6000000000001,BUYTOCOVERSTOCK,9.149999999999864
320,NFLX,01-03-2023 10:18:00 AM,291.25,291.02,291.49,290.99,291.6017501154797,292.80411241678667,294.29172043398285,293.5728089922637,291.0379783613068,1.0250000000000057,9.713601874149665,13.474750914994393,,292.17929593370303,5,1456.25,SELLSHORTSTOCK,0.0
345,NFLX,01-03-2023 11:08:00 AM,291.52,291.71,291.8,291.31,290.94299015027934,290.6843144178859,291.72910848846766,292.81036922328644,290.9732185578853,0.7221428571428541,86.83127572016492,54.25188049857151,290.5689056465072,,-5,-1457.6,BUYTOCOVERSTOCK,-1.349999999999909
359,NFLX,01-03-2023 11:36:00 AM,290.68,291.31,291.47,290.68,291.58067797714443,291.42229578102655,291.7104872658048,292.66211879445063,290.99713611971197,0.7664285714285768,60.80402010050264,85.86914925740376,,292.1435543806449,5,1453.4,SELLSHORTSTOCK,0.0
393,NFLX,01-03-2023 12:44:00 PM,293.18,293.42,293.43,293.09,293.3521289407103,293.0209592202016,292.5234133514202,292.64463875970137,291.09370368091913,0.5321428571428604,65.56737588652443,74.52202500895729,293.0536868999335,,-5,-1465.9,BUYTOCOVERSTOCK,-12.5
406,NFLX,01-03-2023 01:10:00 PM,292.59,292.72,292.86,292.49,292.6993114779997,292.71864697774305,292.5363215203457,292.63088200586935,291.1183542422082,0.5107142857142881,37.00787401574765,32.992125984252134,292.3697115917355,,5,1462.9499999999998,SELLSHORTSTOCK,0.0
413,NFLX,01-03-2023 01:24:00 PM,292.88,292.5,293.0,292.5,292.6801653664711,292.70995697925724,292.5802230055211,292.6372677030404,291.13063278272296,0.5457142857142888,42.688442813632086,42.7448673114006,292.3766972503752,,-5,-1464.4,BUYTOCOVERSTOCK,-1.4500000000002728
431,NFLX,01-03-2023 02:00:00 PM,294.74,294.13,294.94,294.13,294.3671363995969,293.99829674154876,293.4210840189175,292.8920129452359,291.2250218069778,0.5121428571428582,74.64008859357652,82.77063372084868,294.1888420805221,,-5,-1473.7,BUYSTOCK,0.0
491,NFLX,01-03-2023 04:00:00 PM,294.9,295.17,295.21,294.82,295.41959377756524,295.68175603226484,295.5267939735988,294.12497366166673,291.82329664750796,0.49857142857143394,7.7925908726386295,12.327972868403876,,295.67254376297467,5,1474.5,SELLSTOCK,0.7999999999999545
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
18,SPY,12-30-2022 05:36:00 PM,383.13,383.1,383.13,383.08,383.0734250143795,383.0481579888595,383.03908522500205,383.0386828687971,383.0200814513143,0.043571428571425486,,,383.0469272619633,,-5,-1915.65,BUYSTOCK,0.0
104,SPY,01-03-2023 09:04:00 AM,384.47,384.65,384.65,384.45,384.6242122170342,384.4670045824886,384.07129297843284,383.4244159757596,384.0767346687785,0.1607142857142776,73.37223587223683,87.64704648016654,384.54947897274815,,5,1922.3500000000001,SELLSTOCK,6.7000000000000455
119,SPY,01-03-2023 09:34:00 AM,385.07,383.99,385.08,383.99,384.65451187912697,384.65494706016324,384.3729774022744,383.60931380511715,384.3494623588168,0.3435714285714328,39.64704661061102,55.916167052940466,384.09169842568804,,-5,-1925.35,BUYSTOCK,0.0
407,SPY,01-03-2023 07:42:00 PM,380.64,380.73,380.73,380.64,380.8316863764059,380.82667223811126,380.7338308868233,380.58476295419683,380.8042822983765,0.09928571428572143,8.989898989899471,72.3734212056331,,380.87486280718105,5,1903.1999999999998,SELLSTOCK,-22.15000000000009
